text,font_size,font_name,is_bold,is_italic,x0,y0,x1,y1,page
Ontario’s Libraries,15.960000038146973,Arial-Black,0,0,95.44059753417969,72.48301696777344,238.64328002929688,94.41205596923828,1
Working Together,15.960000038146973,Arial-Black,0,0,95.44059753417969,95.03446960449219,235.36988830566406,116.96350860595703,1
RFP: R,32.040000915527344,Arial-Black,0,0,90.02429962158203,157.57330322265625,193.74102783203125,201.59625244140625,1
RFP: R,32.040000915527344,Arial-Black,0,0,90.05634307861328,157.31695556640625,193.7730712890625,201.33990478515625,1
RFP: R,32.040000915527344,Arial-Black,0,0,90.28062438964844,157.57330322265625,193.99734497070312,201.59625244140625,1
RFP: Reeeequest f,32.040000915527344,Arial-Black,0,0,90.31266784667969,157.31695556640625,316.0793151855469,201.59625244140625,1
quest f,32.040000915527344,Arial-Black,0,0,209.4694366455078,157.31695556640625,316.1434020996094,201.33990478515625,1
quest f,32.040000915527344,Arial-Black,0,0,209.66168212890625,157.57330322265625,316.3356628417969,201.59625244140625,1
quest foooor Pr,32.040000915527344,Arial-Black,0,0,209.66168212890625,157.31695556640625,387.115234375,201.59625244140625,1
r Pr,32.040000915527344,Arial-Black,0,0,332.1506042480469,157.31695556640625,387.21136474609375,201.33990478515625,1
r Pr,32.040000915527344,Arial-Black,0,0,332.310791015625,157.57330322265625,387.3715515136719,201.59625244140625,1
r Proposal,32.040000915527344,Arial-Black,0,0,332.34283447265625,157.31695556640625,489.0344543457031,201.59625244140625,1
oposal,32.040000915527344,Arial-Black,0,0,385.3690490722656,157.31695556640625,497.4065246582031,201.33990478515625,1
oposal,32.040000915527344,Arial-Black,0,0,385.52923583984375,157.57330322265625,489.290771484375,201.59625244140625,1
oposal,32.040000915527344,Arial-Black,0,0,385.561279296875,157.31695556640625,489.32281494140625,201.33990478515625,1
To Present a Proposal for Developing,24.0,ArialMT,0,0,131.80059814453125,244.3199920654297,482.0615234375,277.2959899902344,1
the Business Plan for the Ontario,24.0,ArialMT,0,0,131.80059814453125,271.9200134277344,440.57269287109375,304.89599609375,1
Digital Library,24.0,ArialMT,0,0,131.80059814453125,299.52001953125,262.14703369140625,332.4960021972656,1
"March 21, 2003",20.040000915527344,ArialMT,0,0,238.2406005859375,339.0570068359375,379.3942565917969,366.59197998046875,1
"The Ontario Digital Library will make Ontario a better place to study, work and live by ensuring that",9.960000038146973,ComicSansMS,0,0,91.64053344726562,694.532958984375,541.2488403320312,708.218017578125,1
all Ontario citizens have access to the knowledge and learning supports needed to be life-long,9.960000038146973,ComicSansMS,0,0,91.64048767089844,708.45703125,512.33984375,722.14208984375,1
learners and effective contributors towards Ontario’s prosperity.,9.960000038146973,ComicSansMS,0,0,91.64044189453125,722.381103515625,389.4035339355469,736.066162109375,1
Ontario’s Digital Library,20.040000915527344,Arial-Black,0,0,90.04060363769531,89.09701538085938,320.04559326171875,116.63197326660156,2
A Critical Component for Implementing Ontario’s Road Map to,15.960000038146973,ArialMT,0,0,90.04060363769531,117.60289001464844,484.937255859375,139.53192138671875,2
Prosperity Strategy,15.960000038146973,ArialMT,0,0,90.04060363769531,135.95689392089844,214.4951171875,157.88592529296875,2
Summary,12.0,Arial-Black,0,0,96.04060363769531,196.01998901367188,158.74061584472656,212.5079803466797,2
The purpose of this  Request for Proposal  ( RFP ) is to invite firms and/or consultants to,11.039999961853027,ArialMT,0,0,96.04060363769531,226.69200134277344,193.5503387451172,241.8609619140625,2
present a proposal for developing the business plan for the  Ontario Digital Library (ODL).,11.039999961853027,ArialMT,0,0,96.04061889648438,239.2886199951172,375.2377014160156,254.45758056640625,2
The ODL will deliver high-quality library electronic content to all Ontario residents in order to,11.039999961853027,ArialMT,0,0,96.04061889648438,252.00669860839844,525.17333984375,267.1756591796875,2
"assist people as they learn, work, and enhance their quality of life. The business plan to be",11.039999961853027,ArialMT,0,0,96.04061889648438,264.7247619628906,525.2827758789062,279.89373779296875,2
developed is to document and clearly communicate:,11.039999961853027,ArialMT,0,0,96.04061889648438,277.3214111328125,339.90093994140625,292.4903869628906,2
"how the ODL will be implemented, including the timeline",11.039999961853027,ArialMT,0,0,132.04205322265625,302.03997802734375,394.0244445800781,317.2089538574219,2
the financial plan for the implementation,11.039999961853027,ArialMT,0,0,132.04205322265625,314.6366271972656,319.40521240234375,329.80560302734375,2
